2	1	12	0	0	0	1588	384	16	2486	-1	
3	1	12	1	0	0	1588	384	16	2486	-1	
4	1	12	1	1	0	1588	384	16	2486	-1	
5	1	12	1	1	1	1588	384	16	2486	95.000000	 
2	1	13	0	0	0	1569	481	471	5	-1	
3	1	13	1	0	0	1569	481	471	5	-1	
4	1	13	1	1	0	1569	481	471	5	-1	
5	1	13	1	1	1	1569	481	471	5	95.000000	 
2	1	14	0	0	0	1521	384	19	2486	-1	
3	1	14	1	0	0	1521	384	19	2486	-1	
4	1	14	1	1	0	1521	384	19	2486	-1	
5	1	14	1	1	1	1521	384	19	2486	95.000000	 
2	1	15	0	0	0	1424	384	18	2486	-1	
3	1	15	1	0	0	1424	384	18	2486	-1	
4	1	15	1	1	0	1424	384	18	2486	-1	
5	1	15	1	1	1	1424	384	18	2486	95.000000	 
2	1	16	0	0	0	1328	384	19	2486	-1	
3	1	16	1	0	0	1328	384	19	2486	-1	
4	1	16	1	1	0	1328	384	19	2486	-1	
5	1	16	1	1	1	1328	384	19	2486	95.000000	 
2	1	17	0	0	0	1263	384	19	2486	-1	
3	1	17	1	0	0	1263	384	19	2486	-1	
4	1	17	1	1	0	1263	384	19	2486	-1	
5	1	17	1	1	1	1263	384	19	2486	95.000000	 
2	1	18	0	0	0	1199	384	17	2486	-1	
3	1	18	1	0	0	1199	384	17	2486	-1	
4	1	18	1	1	0	1199	384	17	2486	-1	
5	1	18	1	1	1	1199	384	17	2486	95.000000	 
2	1	19	0	0	0	1102	385	18	2476	-1	
3	1	19	1	0	0	1102	385	18	2476	-1	
4	1	19	1	1	0	1102	385	18	2476	-1	
5	1	19	1	1	1	1102	385	18	2476	95.000000	 
2	1	20	0	0	0	1036	385	19	2485	-1	
3	1	20	1	0	0	1036	385	19	2485	-1	
4	1	20	1	1	0	1036	385	19	2485	-1	
5	1	20	1	1	1	1036	385	19	2485	95.000000	 
2	1	21	0	0	0	972	385	18	2443	-1	
3	1	21	1	0	0	972	385	18	2443	-1	
4	1	21	1	1	0	972	385	18	2443	-1	
5	1	21	1	1	1	972	385	18	2443	95.000000	 
2	1	22	0	0	0	906	385	18	2485	-1	
3	1	22	1	0	0	906	385	18	2485	-1	
4	1	22	1	1	0	906	385	18	2485	-1	
5	1	22	1	1	1	906	385	18	2485	95.000000	 
2	1	23	0	0	0	826	1301	1047	7	-1	
3	1	23	1	0	0	826	1301	1047	7	-1	
4	1	23	1	1	0	826	1301	1047	7	-1	
5	1	23	1	1	1	826	1301	1047	7	95.000000	 
2	1	24	0	0	0	783	2364	1263	8	-1	
3	1	24	1	0	0	783	2364	1263	8	-1	
4	1	24	1	1	0	783	2364	1263	8	-1	
5	1	24	1	1	1	783	2364	1263	8	95.000000	 
2	1	25	0	0	0	791	739	1255	9	-1	
3	1	25	1	0	0	791	739	1255	9	-1	
4	1	25	1	1	0	791	739	1255	9	-1	
5	1	25	1	1	1	791	739	1255	9	95.000000	 
2	1	26	0	0	0	785	1654	1260	8	-1	
3	1	26	1	0	0	785	1654	1260	8	-1	
4	1	26	1	1	0	785	1654	1260	8	-1	
5	1	26	1	1	1	785	1654	1260	8	95.000000	 
2	1	27	0	0	0	784	2063	1261	7	-1	
3	1	27	1	0	0	784	2063	1261	7	-1	
4	1	27	1	1	0	784	2063	1261	7	-1	
5	1	27	1	1	1	784	2063	1261	7	95.000000	 
2	1	28	0	0	0	782	2265	1264	8	-1	
3	1	28	1	0	0	782	2265	1264	8	-1	
4	1	28	1	1	0	782	2265	1264	8	-1	
5	1	28	1	1	1	782	2265	1264	8	95.000000	 
2	1	29	0	0	0	784	1551	1261	6	-1	
3	1	29	1	0	0	784	1551	1261	6	-1	
4	1	29	1	1	0	784	1551	1261	6	-1	
5	1	29	1	1	1	784	1551	1261	6	95.000000	 
2	1	30	0	0	0	785	1759	1258	7	-1	
3	1	30	1	0	0	785	1759	1258	7	-1	
4	1	30	1	1	0	785	1759	1258	7	-1	
5	1	30	1	1	1	785	1759	1258	7	95.000000	 
2	1	31	0	0	0	784	840	1262	7	-1	
3	1	31	1	0	0	784	840	1262	7	-1	
4	1	31	1	1	0	784	840	1262	7	-1	
5	1	31	1	1	1	784	840	1262	7	95.000000	 
2	1	32	0	0	0	782	1450	1264	7	-1	
3	1	32	1	0	0	782	1450	1264	7	-1	
4	1	32	1	1	0	782	1450	1264	7	-1	
5	1	32	1	1	1	782	1450	1264	7	95.000000	 
2	1	33	0	0	0	784	1501	1261	6	-1	
3	1	33	1	0	0	784	1501	1261	6	-1	
4	1	33	1	1	0	784	1501	1261	6	-1	
5	1	33	1	1	1	784	1501	1261	6	95.000000	 
2	1	34	0	0	0	782	889	1264	7	-1	
3	1	34	1	0	0	782	889	1264	7	-1	
